,Brand,Property,City,Brand Category,IG Post / Carousel,IG Highlight,IG Reels,Google Maps,New System,,
154,Small Luxury Hotel,Viceroy Bali 🗝️,Bali,C Lower Luxury,"https://www.instagram.com/p/DKy2m5ip_CA/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/p/DKyED-uSL2n/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTc4OTUzNTU5NjU2NDI3?igsh=aDh6dGx0MGlia3h3,"https://www.instagram.com/reel/DEfhYd0S3le/?igsh=eXU5OXZ2M2sydWc0
https://www.instagram.com/reel/DKzMdDOpZxj/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DKy2xADJu4h/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DKySvEapQrI/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DKyG33zphUR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/dR7xKGwWKXrvSB5D6?g_st=ic,,,
155,SO/,SO/ Bangkok 🗝️,Bangkok,C Lower Luxury,"https://www.instagram.com/p/CxKH_yhLg_M/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/p/CxFbi-aOPTs/?igshid=MzRlODBiNWFlZA==",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTIxMDY5ODEwMzI0NDg1?igshid=ZWI2YzEzYmMxYg==,"https://www.instagram.com/reel/C8Pr7pCScA1/   
https://www.instagram.com/reel/CxFmSUcrSaq/?igshid=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/4U8vf18pJqNjcFai7?g_st=ic,,,
156,Sofitel,Sofitel Ambassador Seoul,Seoul,C Lower Luxury,SOON,SOON,SOON,SOON,Y,,
157,Sofitel,"Sofitel Bali, Nusa Dua Resort",Bali,C Lower Luxury,https://www.instagram.com/p/CjowmeVLCD_/?igshid=MzRlODBiNWFlZA==,https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTY0OTkwODYwNjYwNTIx?igshid=ZWI2YzEzYmMxYg==,"https://www.instagram.com/reel/Cpp6LVLqYf7/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/reel/C-ex9B-Sg4h/?igsh=MTQ0NmhuN2pvZzJyYw== ",https://maps.app.goo.gl/1YhmFksDaQdC9nUM8,,,
158,Sofitel,Sofitel Phnom Penh Phokeethra,Phnom Penh,C Lower Luxury,https://www.instagram.com/p/DDN--Fty9k5/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDQwNzg0MzUxMjcyMzYz?igsh=MTZ4dHFubXlhbzAwOA==,"https://www.instagram.com/reel/DDH-1ddyDR1/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/reel/DDH-GC1SCh4/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DDGOV7xylZk/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/Mbpsxs3uPFVHsdCY7?g_st=ic,,,
159,Sofitel,Sofitel Saigon Plaza,Ho Chi Minh City,C Lower Luxury,,https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTg2MTc0OTgyNTU1MTU2?igsh=MXBudDV4NmVjcnlyYw==,https://www.instagram.com/reel/C_gTZARSKcv/?igsh=eWcyOWVleWR5c2Vn,https://maps.app.goo.gl/yPmNj2t41eKsyTrT9?g_st=ic,,,
160,Anantara,Anantara Angkor Resort & Spa,Siem Reap,D Upper Premium,"https://www.instagram.com/p/DC-kSR5ymjV/?igsh=MXNnMnIzY2piNWRkeg==
https://www.instagram.com/p/DDA8_1dTS9Z/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDMwMzE5NzU0Mzc3MDg2?igsh=MWZmMnkwNXl1bGFlaw==,"https://www.instagram.com/reel/DC16cV0yX04/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DCzWhpIyF9e/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DCzVls7yGZj/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DDECKOQJyd0/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/g6d4RZdukoadGsFc8?g_st=ic ,,,
161,Ananti,Ananti at Busan Village,Busan,D Upper Premium,SOON,SOON,SOON,SOON,,,
162,Andaz,Andaz Bali,Bali,D Upper Premium,SOON,SOON,SOON,SOON,Y,,
163,Andaz,Andaz Macau,Macau,D Upper Premium,"https://www.instagram.com/p/DJ-Vlm_z5Bl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/p/DJ-UQZ-T9mx/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://www.instagram.com/stories/highlights/18056730755212350/,"https://www.instagram.com/reel/DJ-Vu7CzN_5/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/reel/DJ-VE4ZTyE1/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DJ-UmrdTfct/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DJ-miGGpcAg/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/AaUFwqSCm3kU7FZXA,,,
164,Andaz,Andaz West Holywood,Los Angeles,D Upper Premium,"https://www.instagram.com/p/DM2qNjBpVV7/?igsh=MTNsZ255ODNieXYzeg==
https://www.instagram.com/p/DM2k6jCp7H0/?igsh=aG8yZHlwczZsbmI= ",https://www.instagram.com/stories/highlights/18089492653708909/,"https://www.instagram.com/reel/DM2qvgoJZrj/?igsh=MWw0YXoxN3BwejNkNQ==
https://www.instagram.com/reel/DM2nT34JX6n/?igsh=MWFnZWZ2NjZxcHNyZA== 
https://www.instagram.com/reel/DM2lsBwpN-1/?igsh=MTZ4bWMzc21lNXh6Nw== ",https://maps.app.goo.gl/2ihhhhrdRHasFcZh6,,,
165,Aoyama,The Aoyama Grand Hotel 🗝️,Tokyo,D Upper Premium,https://www.instagram.com/p/DRFOs7ECaX7/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,https://www.instagram.com/stories/highlights/18103853983711218/,https://www.instagram.com/reel/DRFQp4dCc5c/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,https://maps.app.goo.gl/7pxbHmRRqNZ1aVER6,Y,,
166,Autograph Collection,"Habtoor Grand Resort, Dubai",Dubai,D Upper Premium,,https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDQ4MjM3MTE1NTM2Nzkw?igshid=ZWI2YzEzYmMxYg==,https://www.instagram.com/reel/CcGPbr-hIH8/?igshid=MzRlODBiNWFlZA==,https://maps.app.goo.gl/NGZaL3pMcu6MAcv47?g_st=ic,,,
167,Autograph Collection,Sari Pacific Jakarta,Jakarta,D Upper Premium,https://www.instagram.com/p/C8Oy-ljSCmP/?igsh=dnkwYWVuM2VxNWEx,https://www.instagram.com/s/aGlnaGxpZ2h0OjE4Mjk5NDg0MDEzMTM1MDE3?igshid=ZWI2YzEzYmMxYg==,https://www.instagram.com/reel/C8tpIJDSEDK/?igsh=ZzN6NjRkcHEwM2oy,https://maps.app.goo.gl/zz9VeMsTMwi1wah87,,,
168,Autograph Collection,The Osaka Station Hotel,Osaka,D Upper Premium,https://www.instagram.com/p/DQvtUn8ibeK/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,https://www.instagram.com/stories/highlights/18082424969041845/,https://www.instagram.com/reel/DQwNiv2iVPF/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,https://maps.app.goo.gl/NcvAJqAeLWTCKSme9,Y,,
169,Autograph Collection,Vinpearl Landmark 81 Hotel,Ho Chi Minh City,D Upper Premium,"https://www.instagram.com/p/C_c5SVbyJLp/?igsh=YXZzcTNnbGtkeXhk
https://www.instagram.com/p/C_fmRb3SUfb/?igsh=a3hvY3hoaG0yZjMy ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDA2MTA4MjE1NjI2MjM2?igsh=bnlmMWQ1bmM3YnNl,"https://www.instagram.com/reel/C-xs_KGy9-0/?igsh=MWl5eTQxYjE2N2V5Yg== 
https://www.instagram.com/reel/C-0c600yEvK/?igsh=MXVhaTEwbW43ajdwbw==  
https://www.instagram.com/reel/C-3HOlVyKqN/?igsh=MTJzdXRwaDY1bXJwbw== 
https://www.instagram.com/reel/C_ecW0pStMp/?igsh=MXIxNjRiM2U0N25sZg== ",https://maps.app.goo.gl/gFeRgaY9L8xXBy586?g_st=ic ,,,
170,Ayana,Ayana Komodo Waecicu Beach,Labuan Bajo,D Upper Premium,"https://www.instagram.com/p/DGyrnubTZCD/?igsh=MXZhaGY3YmJ0bGJpYw==
https://www.instagram.com/p/DG3kvtmTAw6/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/p/DG0x3g6Sc3_/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MzQ5Nzk1NTk3MTQ5NjE3?igsh=ZnNkMGY0aGtwd3Yy,"https://www.instagram.com/reel/DGyulg0zjnV/?igsh=eWZkbTl4cGU0djQ2
https://www.instagram.com/reel/DGytPe9z90L/?igsh=MWxveW1ncTI3dm10ZA== 
https://www.instagram.com/reel/DHFEFnpzHNL/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DG3jVWJTYhL/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DG0ynity_1B/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DG0z_0rSggl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/5VMRzQwssZrAEquB8,,,
171,Ayana,Ayana Resorts,Bali,D Upper Premium,https://www.instagram.com/p/DKwziR1p6Iw/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,https://www.instagram.com/stories/highlights/18205641427307593/,"https://www.instagram.com/reel/DKsAHlSJInt/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/reel/DKr66B1pogf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DKmWV3fJfoE/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DKjwQ7opAxj/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==",https://maps.app.goo.gl/k3AgrHfePQGmcMAD9,,,
172,Ayana,Ayana Rimba,Bali,D Upper Premium,"https://www.instagram.com/p/DKmRpc2JWqx/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/p/DKitJDYJ4UT/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://www.instagram.com/stories/highlights/18205641427307593/,"https://www.instagram.com/reel/DKpQ5BHJJfa/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/reel/DKoWUIRJkX1/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DKj_TNfJPRb/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/anTYmPts7pduSD177,,,
173,Ayana,Ayana Segara,Bali,D Upper Premium,https://www.instagram.com/p/DKpV71gpO09/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,https://www.instagram.com/stories/highlights/18205641427307593/,"https://www.instagram.com/reel/DKxC7YdJRLz/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/reel/DKw9YIjpprC/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/UoKPNG5i18atgJD3A,,,
174,Ayana,Ayana Villas,Bali,D Upper Premium,https://www.instagram.com/p/DKuAnz-JUfp/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,https://www.instagram.com/stories/highlights/18205641427307593/,https://www.instagram.com/reel/DKjObq6JkUr/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,https://maps.app.goo.gl/r1rBLscUB8PbLXS99,,,
175,COMO,COMO Metropolitan Singapore,Singapore,D Upper Premium,"https://www.instagram.com/p/DNk29wNJR5A/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/p/DNn2Hj3Jiyd/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://www.instagram.com/stories/highlights/18280341421277555/,"https://www.instagram.com/reel/DNk3-1zJM_U/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/reel/DNk6IlLpUF0/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DNk7EqTpoWw/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DNn2s4opUpc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DNn3lwuphOq/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/cazrjhbcBVUq1PDU6,,,
176,Hilton,Hilton Kyoto,Kyoto,D Upper Premium,https://www.instagram.com/p/DRCotZxCYEs/?utm_source=ig_web_copy_link,https://www.instagram.com/stories/highlights/17945366370068151/,https://www.instagram.com/reel/DRCqD_fiUx7/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,https://maps.app.goo.gl/RNMMTPYU4hmwP137A,Y,,
177,Hilton,Hilton Singapore Orchard,Singapore,D Upper Premium,"https://www.instagram.com/p/DK7_VLQzB4v/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/p/DK73uYczMC3/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://www.instagram.com/stories/highlights/17854599555412268/,"https://www.instagram.com/reel/DK8AW61Ttya/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DK8AEFXTZ5U/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DK75K9TzVAY/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DK74HHvTg_K/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/mYJKyRmtvNS5SArU6,,,
178,Hilton,Millenium Hilton Bangkok,Bangkok,D Upper Premium,"https://www.instagram.com/p/DLed75KJXFK/?igsh=MWV5Z3R5ODluMHMyYg==
https://www.instagram.com/p/DLc6nFcJyVH/?igsh=c2Mxb3Ywd2x4MmIz ",https://www.instagram.com/stories/highlights/17982811268839688/,"https://www.instagram.com/reel/DLeezwnJvLk/?igsh=MmZwMnh5eG4wemZu
https://www.instagram.com/reel/DLc7RgVJkWF/?igsh=ZTR1YjlpZTdjOGEz 
https://www.instagram.com/reel/DLeeQe5Jrqt/?igsh=aXlibW1veDV2dTNr ",https://maps.app.goo.gl/anvxdwMFrqQW8UM18,,,
179,Hyatt Regency,Hyatt Regency Bangkok Sukhumvit,Bangkok,D Upper Premium,"https://www.instagram.com/p/DBJd-Yzy8bH/?igsh=MXUwc2d5MHN2bmQxdg==
https://www.instagram.com/p/DBLODmDyHDC/?igsh=MWRlc2Rmcmo1MDJtag== 
https://www.instagram.com/p/DE3VLleTlKJ/?igsh=eDk3YWFxdHoxNXVl ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTE1NDUyNTA4OTAyMDY3?igsh=MXhid290bDBqcXB3aQ==,"https://www.instagram.com/reel/DAdEeB0yM44/?igsh=aHg3enY3cWI3Ymdx
https://www.instagram.com/reel/DAhjNwjyZSw/?igsh=eno2djgyMzZhbTFi 
https://www.instagram.com/reel/DBKhjN2hFJ_/?igsh=MW5yenZldXhxYjJhdw== ",https://maps.app.goo.gl/fRz1Gpy7vqzqpwx66,,,
180,Hyatt Regency,Hyatt Regency Manila City of Dreams,Manila,D Upper Premium,SOON,SOON,SOON,SOON,Y,,
181,Hyatt Regency,Hyatt Regency Phnom Penh,Phnom Penh,D Upper Premium,"https://www.instagram.com/p/DC72Pjnz-FG/?igsh=dGppYzVkY29yc3p1
https://www.instagram.com/p/DC4gDXSS2GW/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4NDc0NDU5ODYyMDA4NjYz?igsh=MWNwcHY1cGF4anJ6cw==,"https://www.instagram.com/reel/DCvbyyrpDXB/?igsh=YzloazZ3bmpsdjkw
https://www.instagram.com/reel/DCwptVqSi2s/?igsh=MXZ4amxvM3FibXZzcA== 
https://www.instagram.com/reel/DCycXfuprv7/?igsh=YXZlbDF6dTRvb2x6 ",https://maps.app.goo.gl/uh9ocRx1p7HJgjsA9?g_st=ic,,,
182,Hyatt Regency,"Hyatt Regency, Yogyakarta",Yogyakarta,D Upper Premium,https://www.instagram.com/p/Cwr2ZAUrjn2/?igshid=MzRlODBiNWFlZA==,https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MzEzNjg1OTE3MTg3NTA1?igshid=ZWI2YzEzYmMxYg==,"https://www.instagram.com/reel/C7XNuLnBZCS/?igsh=MWQ0bjlrcWc5eXZ0eg==
https://www.instagram.com/reel/CXGBAVgBFT7/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/reel/CXGBBD-h9kh/?igshid=MzRlODBiNWFlZA==",https://maps.app.goo.gl/VZcqfvahNSno8cvt5?g_st=ic,,,
183,Kimpton,Kimpton Maa-Lai,Bangkok,D Upper Premium,"https://www.instagram.com/p/DLkPViVpjXN/?igsh=dG92NHF6bjY2ZGpw
https://www.instagram.com/p/DLjpopsp3fs/?igsh=eGdpZmZ6bzFzaTNu ",https://www.instagram.com/stories/highlights/17939926491040930/,"https://www.instagram.com/reel/DLkQIvGpudm/?igsh=MW82Z2xicGV5em8wcg==
https://www.instagram.com/reel/DLkPn_PpKrs/?igsh=bTZsNnA2bTQ1Mmph 
https://www.instagram.com/reel/DLjqd3JJZda/?igsh=MTU4YXRxMWV1eHMyaQ== 
https://www.instagram.com/reel/DLjp8sUpkXm/?igsh=MWVocGxzZWJpN3FlNQ== ",https://maps.app.goo.gl/CdSF72avMWsna27PA,,,
184,Marco Polo,Marco Polo Ortigas Manila,Manila,D Upper Premium,SOON,SOON,SOON,SOON,Y,,
185,Nirjhara,Nirjhara 🗝️,Bali,D Upper Premium,SOON,SOON,SOON,SOON,Y,,
186,Pullman,"Pullman Bali, Legian Beach",Bali,D Upper Premium,https://www.instagram.com/p/CkxCyWMLbb5/?igshid=MzRlODBiNWFlZA==,https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTgxNTgzNjY1Mzg1MTQ1?igshid=ZWI2YzEzYmMxYg==,,https://maps.app.goo.gl/jMhPsJ8uSPL6Atzr8,,,
187,Pullman,"Pullman Bangkok, Hotel G",Bangkok,D Upper Premium,"https://www.instagram.com/p/CxVEZq6rQtT/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/p/CnO252HrLTy/?igshid=MzRlODBiNWFlZA==",https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMTYxNjMxNzg3MzMy?igshid=ZWI2YzEzYmMxYg==,https://www.instagram.com/reel/C-S1a-dSXD9/?igsh=MWtiOTh6bXJ0Z2d4bg==,https://maps.app.goo.gl/KASDSwhZbXkZqtHe9,,,
188,Pullman,"Pullman Grand Central, Bandung",Bandung,D Upper Premium,https://www.instagram.com/p/Cw7CSbKL0IH/?igshid=MzRlODBiNWFlZA==,https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTQ2MDE5NjcwNzM4NTYw?igshid=ZWI2YzEzYmMxYg==,https://www.instagram.com/reel/C8cpZpiyDyw/?igsh=MW5vanFhenA4bThiZA==,https://maps.app.goo.gl/yaNUNSj7WrB55FRN6,,,
189,Pullman,"Pullman Jakarta, Central Park",Jakarta,D Upper Premium,https://www.instagram.com/p/CyIT7_br9E-/?igshid=MzRlODBiNWFlZA==,https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MjcxMzI2MjE3MTY0OTM3?igshid=ZWI2YzEzYmMxYg==,,https://maps.app.goo.gl/F6U7ByWUQQLkV9eu5?g_st=ic,,,
190,Pullman,"Pullman Jakarta, Thamrin",Jakarta,D Upper Premium,,https://www.instagram.com/s/aGlnaGxpZ2h0OjE4NDAzNTY2Mjc0MDU0MzMw?igshid=ZWI2YzEzYmMxYg==,https://www.instagram.com/reel/C7esrYmBMd1/?hl=en,https://maps.app.goo.gl/oJfEb4abDnCANWig9,,,
191,Pullman,Pullman Kuala Lumpur City Centre,Kuala Lumpur,D Upper Premium,"https://www.instagram.com/p/DIwYQFjSZBq/?img_index=1 
https://www.instagram.com/p/DItIaGGhxFJ/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/p/DItHxZrhE_g/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://www.instagram.com/stories/highlights/18398520874111681/,"https://www.instagram.com/reel/DIwY1EGSycG/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DIwYaK_ShO2/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DIwXmiGyZ9H/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DIwXKBKysMs/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/dugNWmQHqPtiP8GQ9,,,
192,Pullman,Pullman Lombok Merunjani Mandalika,Lombok,D Upper Premium,https://www.instagram.com/p/CquojdWrgCA/?igshid=MzRlODBiNWFlZA==,https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDI5NzI2MDM1NzA1NTU2?igshid=ZWI2YzEzYmMxYg==,https://www.instagram.com/reel/C77BfM0St8f/?hl=en,https://maps.app.goo.gl/RrbmFfbFQzqWQcq46,,,
193,Pullman,Pullman Orchard Singapore,Singapore,D Upper Premium,"https://www.instagram.com/p/DDfGAMcSTlP/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/p/DDfvTEfTY4S/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://www.instagram.com/stories/highlights/18069637504655653/,"https://www.instagram.com/reel/DDfGtCdyAbv/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/reel/DDkFpiES3MO/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/ThXVjuvz8CJYkQAW6,,,
194,Swissôtel,"Swissôtel Jakarta, PIK Avenue",Jakarta,D Upper Premium,"https://www.instagram.com/p/CmBdfN6r3ue/?igshid=MzRlODBiNWFlZA%3D%3D
https://www.instagram.com/p/C1WOKNOLLq1/?img_index=1 ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MjM1ODkwMTY2MjIxNDgw?igshid=ZWI2YzEzYmMxYg==,,https://maps.app.goo.gl/w5syRt2KUfAtV9cU8,,,
195,Swissôtel,Swissôtel Living Jakarta Mega Kuningan,Jakarta,D Upper Premium,https://www.instagram.com/p/DI6XSHMJcox/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,https://www.instagram.com/stories/highlights/18036780974560331/,"https://www.instagram.com/reel/DI6YbUYJAMg/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DI6XfzoJYEj/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/vAgfiqesEPnipz7Z7,,,
196,Swissôtel,"Swissôtel Nankai, Osaka",Osaka,D Upper Premium,https://www.instagram.com/p/CzVYwh9NvGM/?igshid=ZWI2YzEzYmMxYg==,https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDExODg2NDk3MDI1NDcw?igshid=ZWI2YzEzYmMxYg==,"https://www.instagram.com/reel/C8hD9MfyZSq/?hl=en 
https://www.instagram.com/reel/CohOltJtjpc/?igshid=MzRlODBiNWFlZA==",https://maps.app.goo.gl/LpYyZ9J8pHMrYYu38,,,
197,Swissôtel,"Swissôtel The Stamford, Singapore",Singapore,D Upper Premium,"https://www.instagram.com/p/C0S8eo1rPHi/?igshid=ZWI2YzEzYmMxYg==
https://www.instagram.com/p/C0Ljky-LRPv/?igshid=ZWI2YzEzYmMxYg==",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDExODg2NDk3MDI1NDcw?igshid=ZWI2YzEzYmMxYg==,https://www.instagram.com/reel/CpLMprJPT02/?igsh=MWM4anVzbmdwamx1OA==,https://maps.app.goo.gl/idEUp5ufRrV7uXHMA?g_st=ic,,,
198,Tribute Portfolio,"The Hermitage, A Tribute Portfolio Hotel",Jakarta,D Upper Premium,"https://www.instagram.com/p/C3iREPrB15d/?img_index=1 
https://www.instagram.com/p/C3kmoM7rq2a/?img_index=1 
https://www.instagram.com/p/C3nU2rChYqI/?img_index=1 ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTM0MDE1Nzg1NzA3NTQy?igsh=MWM4NGR6MmhidXpqbw==,https://www.instagram.com/p/C9prkAsycgT/,https://maps.app.goo.gl/B4Z4UVt8sYSgwgRW7?g_st=ic,,,
199,Westin,The Westin Jakarta,Jakarta,D Upper Premium,"https://www.instagram.com/p/CyaKl9SL74Z/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/p/C3GBD4nBTek/?img_index=1 
https://www.instagram.com/p/C2_7lJmL6Lq/?img_index=1 
https://www.instagram.com/p/C29bfBhro-Q/?img_index=1 ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDUxNjA2MzM1MTY3ODYz?igsh=MzU5eHJsd2tjbXU5,"https://www.instagram.com/p/C9fb5mKSwyU/
https://www.instagram.com/reel/CeYvnBmBrDf/?igshid=ZWI2YzEzYmMxYg==
",https://maps.app.goo.gl/fhfKKuWqJq16Pcaa6?g_st=ic,,,
200,Westin,"The Westin Miyako, Kyoto",Kyoto,D Upper Premium,https://www.instagram.com/p/CoFgSO-BZIE/?igshid=MzRlODBiNWFlZA==,https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTk4MTg1MTYxMzQ0MTkw?igshid=ZWI2YzEzYmMxYg==,https://www.instagram.com/reel/C8lwXISA9td/?igsh=Y251d3dpb2VkODN3,https://maps.app.goo.gl/oRUTd2wXkPdabFZz5?g_st=ic,,,
